name,address,latitude,longitude,담당부서,시설코드,시설구분,부서 담당자,추가정보1,추가정보2,비고
포1호 대기측정소,포항 북구 항구동 58-54 (포항대형함정부두),36.051745436178,129.377787545965,대구경북환경본부 환경서비스처 대기관리1부,3049.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
포2호 대기측정소,포항 북구 항구동 58-54 (포항대형함정부두),36.051745436178,129.377787545965,대구경북환경본부 환경서비스처 대기관리1부,3050.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
포3호 대기측정소,포항 북구 항구동 58-54 (포항대형함정부두),36.051745436178,129.377787545965,대구경북환경본부 환경서비스처 대기관리1부,3051.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
온산산단 대기측정소,울산 울준군 온산읍 당월로 118(온산수질개선사업소)　,35.414087182877,129.35144041027,대구경북환경본부 환경서비스처 대기관리1부,3054.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
전하동 대기측정소,울산 동구 진성4길 45 (전하2동 주민센터 3층 옥상),35.508853968004,129.426633505815,대구경북환경본부 환경서비스처 대기관리1부,3055.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
울1호 대기측정소,울산 남구 용잠동 60-16,35.486048779211,129.387024067988,대구경북환경본부 환경서비스처 대기관리1부,3056.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
야음동 대기측정소,울산 남구 야음동 45 (야음테니스장 내),35.527544899624,129.33771308015,대구경북환경본부 환경서비스처 대기관리1부,3057.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
여천동 대기측정소,울산 남구 부두로 9 (현대자동차 엔진공장),35.513365275931,129.367441176142,대구경북환경본부 환경서비스처 대기관리1부,3058.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
신정동 대기측정소,울산 남구 봉월로 20번길 9 (신정2동 주민센터),35.534394800446,129.307163306189,대구경북환경본부 환경서비스처 대기관리1부,3059.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
울산항 대기측정소,울산 남구 매암로 96 (5부두),35.516814650326,129.374784355982,대구경북환경본부 환경서비스처 대기관리1부,3060.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
당감동 대기측정소,"부산 진구 가야대로703번길 13 (당감2동 71-7, 당감2동 사무소)",35.157875937949,129.047873992961,대구경북환경본부 환경서비스처 대기관리1부,3061.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부1호 대기측정소,부산 영도구 해양로 293번지,35.082842020822,129.077824293206,대구경북환경본부 환경서비스처 대기관리1부,3062.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부2호 대기측정소,부산 영도구 해양로 293번지,35.082842020822,129.077824293206,대구경북환경본부 환경서비스처 대기관리1부,3063.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부3호 대기측정소,부산 영도구 해양로 293번지,35.082842020822,129.077824293206,대구경북환경본부 환경서비스처 대기관리1부,3064.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
연산동 대기측정소,부산 연제구 중앙대로 1001(부산시청 녹음광장 창고),35.179926001085,129.075095229351,대구경북환경본부 환경서비스처 대기관리1부,3065.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
학장동 대기측정소,부산 사상구 대동로 205 학장초등학교 옥상　,35.146071202,128.984044208,대구경북환경본부 환경서비스처 대기관리1부,3066.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
덕천동 대기측정소,부산 북구 만덕대로 155번길 81 (하수관로운영사무소),35.213308240519,129.021721468758,대구경북환경본부 환경서비스처 대기관리1부,3067.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부산북항 대기측정소,부산 동구 충장대로 314　,35.124004918674,129.056759229422,대구경북환경본부 환경서비스처 대기관리1부,3068.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
대연동 대기측정소,부산 남구 용소로 45 (부경대학교 2호관 옥상),35.135327067755,129.102975199513,대구경북환경본부 환경서비스처 대기관리1부,3069.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부산감만 대기측정소,부산 남구 북항로 106,35.108685771846,129.082563453083,대구경북환경본부 환경서비스처 대기관리1부,3070.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
정관면 대기측정소,부산 기장군 정관면 월평1길 21 (월평초교 옥상),35.359927958511,129.138621170604,대구경북환경본부 환경서비스처 대기관리1부,3071.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
장전동 대기측정소,부산 금정구 부산대학로 63번길 2 (부산대학교 옥상),35.231398178838,129.084389167411,대구경북환경본부 환경서비스처 대기관리1부,3072.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부산신항 대기측정소,부산 강서구 신항남로 416,35.071570875622,128.833251841754,대구경북환경본부 환경서비스처 대기관리1부,3073.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
지산동 대기측정소,대구 수성구 무학로 209(대구경북환경본부) 옥상,35.830385156828,128.631528349887,대구경북환경본부 환경서비스처 대기관리1부,3074.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
만촌동 대기측정소,대구 수성구 동원로 84 (차량등록사업소 옥상),35.866631314096,128.639750661626,대구경북환경본부 환경서비스처 대기관리1부,3075.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
침산동 대기측정소,대구 북구 침산남로 9길164(경상여고 옥상),35.888202602923,128.577048829094,대구경북환경본부 환경서비스처 대기관리1부,3076.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
산격동 대기측정소,대구 북구 대학로 80 경북대학교(농대2호관5층옥상),35.886558995529,128.610683478699,대구경북환경본부 환경서비스처 대기관리1부,3077.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
달성산단 대기측정소,대구 달성군 논공읍 남리 471-2(달성산단 폐수종말처리장 내)　,35.725220267533,128.435776042024,대구경북환경본부 환경서비스처 대기관리1부,3078.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
이동차 대기측정소,대구 달서구 성서공단로40(대천로),35.832825883214,128.487231036875,대구경북환경본부 환경서비스처 대기관리1부,3079.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
대명동 대기측정소,대구 남구 성당로 30길 55 (성명초등학교),35.840299984366,128.559830472134,대구경북환경본부 환경서비스처 대기관리1부,3080.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
포항항 대기측정소,경북 포항시 남구 신항로 99-98,36.006184972826,129.415529663402,대구경북환경본부 환경서비스처 대기관리1부,3081.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
대송면 대기측정소,경북 포항시 남구 대송면 홍계길 19 (대송면사무소),35.944864862419,129.352938949854,대구경북환경본부 환경서비스처 대기관리1부,3082.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
안계면 대기측정소,경북 의성군 안계면 위양2길 9-26,36.368344713174,128.454916285563,대구경북환경본부 환경서비스처 대기관리1부,3083.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
태하리 대기측정소,경북 울릉군 서면 태하등대길 188 (울릉도등대),37.518256081975,130.798016298003,대구경북환경본부 환경서비스처 대기관리1부,3084.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
화북면 대기측정소,경북 영천시 화북면 자천리 387-1번지 (화북정수장내),36.112454219774,128.92722521393,대구경북환경본부 환경서비스처 대기관리1부,3085.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
강구면 대기측정소,경북 영덕군 강구면 강구리 167 (강구대게축구장),36.363545109687,129.388801450557,대구경북환경본부 환경서비스처 대기관리1부,3086.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
계림동 대기측정소,경북 상주시 냉림1길 50,36.421896902109,128.164258454072,대구경북환경본부 환경서비스처 대기관리1부,3087.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
석포리 대기측정소,경북 봉화군 석포면 석포리 494-3,37.03414346419,129.06098907304,대구경북환경본부 환경서비스처 대기관리1부,3088.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
대광동 대기측정소,경북 김천시 공단로 58(김천 환경사업소 내),36.137575482982,128.139481095252,대구경북환경본부 환경서비스처 대기관리1부,3089.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
산동면 대기측정소,경북 구미시 산동면 첨단기업1로 17 (전자정보기술원 혁신관 3층),36.142664903841,128.438954124432,대구경북환경본부 환경서비스처 대기관리1부,3090.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
광도면 대기측정소,경남 통영시 안정리 1022-1 (안정출장소 내),34.950045139971,128.410648856503,대구경북환경본부 환경서비스처 대기관리1부,3091.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
통1호 대기측정소,경남 통영시 동호동 300-14,34.838887902367,128.429935783348,대구경북환경본부 환경서비스처 대기관리1부,3092.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
통2호 대기측정소,경남 통영시 동호동 300-14,34.838887902367,128.429935783348,대구경북환경본부 환경서비스처 대기관리1부,3093.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
부산항 대기측정소,경남 창원시 진해구 신항로 434(안골동),35.083692909723,128.786151832336,대구경북환경본부 환경서비스처 대기관리1부,3094.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
명서동 대기측정소,경남 창원시 의창구 우곡로101번길28 (명서2동사무소),35.243393981477,128.641746057496,대구경북환경본부 환경서비스처 대기관리1부,3095.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
대산면 대기측정소,경남 창원시 의창구 대산면 갈전로99번길100 (대산정수장),35.371198646785,128.674778548632,대구경북환경본부 환경서비스처 대기관리1부,3096.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
마산항 대기측정소,경남 창원시 성산구 적현로 424 (귀곡동),35.191824489828,128.593349116199,대구경북환경본부 환경서비스처 대기관리1부,3097.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
봉암동 대기측정소,경남 창원시 마산회원구 봉양로 148 (봉암동 주민센터),35.217596578979,128.602470135597,대구경북환경본부 환경서비스처 대기관리1부,3098.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
평산동 대기측정소,경남 양산시 평산동 486-2 (평산동행정복지센터 옥상),35.381661898169,129.147085216431,대구경북환경본부 환경서비스처 대기관리1부,3099.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
삼천포항 대기측정소,경남 사천시 향촌동 1292,34.918261927049,128.084304569328,대구경북환경본부 환경서비스처 대기관리1부,3100.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
남상면 대기측정소,경남 거창군 남상면 인평길 36 (남상면사무소 복지회관),35.64291169664,127.910035833674,대구경북환경본부 환경서비스처 대기관리1부,3101.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
죽도산단 대기측정소,경남 거제시 장평2로 2길 47 (장평동 거제자동기상관측소),34.888692092555,128.608982005408,대구경북환경본부 환경서비스처 대기관리1부,3102.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
옥포항 대기측정소,경남 거제시 옥포로2길 55(옥포동),34.890536854458,128.699378012074,대구경북환경본부 환경서비스처 대기관리1부,3103.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
옥포산단 대기측정소,경남 거제시 아주로 산길 55-1 (아주공설운동장),34.867755814801,128.693146023021,대구경북환경본부 환경서비스처 대기관리1부,3104.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
저구리 대기측정소,경남 거제시 남부면 저구리 산116 (한려해상국립공원내),34.710091159078,128.587276930263,대구경북환경본부 환경서비스처 대기관리1부,3105.0,대기측정소,이상원 대리(010-4750-8870),-,-,-
시약제조실,대구시 수성구 무학로209,35.830385156828,128.631528349887,대구경북환경본부 환경서비스처 대기관리2부,3041.0,시험실,조도연 과장(010-2693-1102),-,-,-
안동임하댐권역 공공하수처리시설 봉화센터,경북 봉화군 봉화읍 용담길30-147,36.88514466417,128.712458569235,대구경북환경본부 환경시설관리처 시설사업1부,3033.0,공공하수처리시설,류수민 주임(010-5045-7696),-,-,-
안동임하댐권역 공공하수처리시설 영양센터,경북 영양군 영양읍 양평길19,36.651779600194,129.107546979294,대구경북환경본부 환경시설관리처 시설사업1부,3034.0,공공하수처리시설,류수민 주임(010-5045-7696),-,-,-
